timestamp,city,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime,hour,day,month,aqi_change_rate
1769018400,Rawalpindi,5,2168.18,0.0,26.47,67.56,6.08,377.64,488.05,40.78,2026-01-21 18:00:00,18,21,1,0.0
1769022000,Rawalpindi,5,2224.29,0.0,25.93,65.61,6.12,397.31,507.74,43.47,2026-01-21 19:00:00,19,21,1,0.0
1769025600,Rawalpindi,5,2301.38,0.0,25.37,62.46,6.09,417.07,525.68,45.75,2026-01-21 20:00:00,20,21,1,0.0
1769029200,Rawalpindi,5,2400.4,0.0,25.68,57.36,6.1,436.86,542.6,47.71,2026-01-21 21:00:00,21,21,1,0.0
1769032800,Rawalpindi,5,2478.46,0.0,26.04,51.61,5.67,450.38,551.27,45.15,2026-01-21 22:00:00,22,21,1,0.0
1769036400,Rawalpindi,5,2539.76,0.0,26.26,48.0,4.93,462.5,557.79,38.45,2026-01-21 23:00:00,23,21,1,0.0
1769040000,Rawalpindi,5,2573.57,0.0,26.07,47.76,4.17,470.79,560.35,29.3,2026-01-22 00:00:00,0,22,1,0.0
1769043600,Rawalpindi,5,2522.17,0.0,24.57,53.92,3.73,465.57,548.07,17.65,2026-01-22 01:00:00,1,22,1,0.0
1769047200,Rawalpindi,5,2556.77,0.01,24.03,54.5,3.43,470.76,545.91,10.41,2026-01-22 02:00:00,2,22,1,0.0
1769050800,Rawalpindi,5,2594.26,0.06,23.86,59.12,4.07,476.43,544.36,7.09,2026-01-22 03:00:00,3,22,1,0.0
1769054400,Rawalpindi,5,2328.05,0.09,16.58,93.7,7.98,450.27,509.62,4.39,2026-01-22 04:00:00,4,22,1,0.0
1769058000,Rawalpindi,5,2236.01,0.14,14.21,103.34,10.99,432.49,486.84,3.97,2026-01-22 05:00:00,5,22,1,0.0
1769061600,Rawalpindi,5,2111.64,0.15,12.36,112.44,14.66,404.82,455.53,4.0,2026-01-22 06:00:00,6,22,1,0.0
1769065200,Rawalpindi,5,1539.25,0.05,9.12,134.76,21.27,299.5,341.22,1.83,2026-01-22 07:00:00,7,22,1,0.0
1769068800,Rawalpindi,5,1429.1,0.03,9.06,136.89,20.25,266.65,301.76,1.98,2026-01-22 08:00:00,8,22,1,0.0
1769072400,Rawalpindi,5,1427.54,0.01,8.98,140.96,18.5,258.29,289.52,2.57,2026-01-22 09:00:00,9,22,1,0.0
1769076000,Rawalpindi,5,1351.03,0.0,8.23,144.91,17.49,235.3,259.12,3.19,2026-01-22 10:00:00,10,22,1,0.0
1769079600,Rawalpindi,5,1300.45,0.0,8.61,141.61,15.89,219.37,236.66,3.94,2026-01-22 11:00:00,11,22,1,0.0
1769083200,Rawalpindi,5,1266.65,0.0,9.91,133.58,14.57,207.08,221.06,4.55,2026-01-22 12:00:00,12,22,1,0.0
1769086800,Rawalpindi,5,1258.45,0.0,12.2,119.56,15.51,193.75,205.84,5.19,2026-01-22 13:00:00,13,22,1,0.0
1769090400,Rawalpindi,5,1291.75,0.0,14.41,105.95,14.84,184.25,195.12,4.8,2026-01-22 14:00:00,14,22,1,0.0
1769094000,Rawalpindi,5,1325.2,0.0,15.35,95.48,12.11,178.67,188.9,3.76,2026-01-22 15:00:00,15,22,1,0.0
1769097600,Rawalpindi,5,1302.78,0.0,14.42,88.86,9.17,170.1,179.6,3.14,2026-01-22 16:00:00,16,22,1,0.0
1769101200,Rawalpindi,5,1259.49,0.0,12.78,85.89,7.25,160.36,168.91,2.57,2026-01-22 17:00:00,17,22,1,0.0
1769104800,Rawalpindi,5,1209.0,0.0,10.83,85.46,6.03,151.39,158.28,1.99,2026-01-22 18:00:00,18,22,1,0.0
1769108400,Rawalpindi,5,1142.02,0.0,8.27,88.71,5.13,146.2,150.62,1.49,2026-01-22 19:00:00,19,22,1,0.0
1769112000,Rawalpindi,5,1137.56,0.0,7.48,85.78,4.08,149.32,153.29,1.6,2026-01-22 20:00:00,20,22,1,0.0
1769115600,Rawalpindi,5,1117.94,0.0,6.6,85.16,3.08,148.92,153.18,1.8,2026-01-22 21:00:00,21,22,1,0.0
1769119200,Rawalpindi,5,1064.53,0.0,5.59,85.0,2.04,143.99,149.39,2.6,2026-01-22 22:00:00,22,22,1,0.0
1769122800,Rawalpindi,5,1032.07,0.0,5.23,81.81,1.44,141.02,148.08,3.77,2026-01-22 23:00:00,23,22,1,0.0
1769126400,Rawalpindi,5,1009.54,0.0,5.24,79.06,1.23,138.05,146.58,5.39,2026-01-23 00:00:00,0,23,1,0.0
1769130000,Rawalpindi,5,985.18,0.0,5.54,76.29,1.2,131.81,142.15,6.89,2026-01-23 01:00:00,1,23,1,0.0
1769133600,Rawalpindi,5,969.29,0.0,6.89,73.36,1.29,121.94,135.32,7.0,2026-01-23 02:00:00,2,23,1,0.0
1769137200,Rawalpindi,5,944.54,0.03,9.07,69.8,1.39,107.37,124.19,6.7,2026-01-23 03:00:00,3,23,1,0.0
1769140800,Rawalpindi,5,868.24,0.64,9.3,70.2,1.55,88.69,108.74,6.99,2026-01-23 04:00:00,4,23,1,0.0
1769144400,Rawalpindi,5,787.83,1.45,7.76,74.88,1.88,75.16,97.94,8.69,2026-01-23 05:00:00,5,23,1,0.0
1769148000,Rawalpindi,4,667.99,1.38,5.82,86.29,2.28,62.11,86.41,8.45,2026-01-23 06:00:00,6,23,1,-1.0
1769151600,Rawalpindi,3,343.49,0.45,2.16,106.29,1.81,23.5,39.92,3.73,2026-01-23 07:00:00,7,23,1,-1.0
1769155200,Rawalpindi,3,252.45,0.27,1.41,111.14,1.41,11.65,22.87,2.81,2026-01-23 08:00:00,8,23,1,0.0
1769158800,Rawalpindi,3,231.99,0.2,1.33,112.95,1.35,8.85,18.28,2.75,2026-01-23 09:00:00,9,23,1,0.0
1769162400,Rawalpindi,3,237.2,0.18,1.68,114.02,1.43,8.58,17.48,3.18,2026-01-23 10:00:00,10,23,1,0.0
1769166000,Rawalpindi,3,255.47,0.15,2.71,112.12,1.56,9.41,18.83,4.12,2026-01-23 11:00:00,11,23,1,0.0
1769169600,Rawalpindi,3,277.8,0.06,4.12,109.59,1.65,10.03,20.13,5.03,2026-01-23 12:00:00,12,23,1,0.0
1769173200,Rawalpindi,2,364.21,0.0,8.44,98.01,1.85,13.35,25.67,9.07,2026-01-23 13:00:00,13,23,1,-1.0
1769176800,Rawalpindi,2,512.0,0.0,14.02,84.16,2.28,20.59,37.08,15.8,2026-01-23 14:00:00,14,23,1,0.0
1769180400,Rawalpindi,3,645.33,0.0,17.44,75.62,2.73,28.9,49.51,22.09,2026-01-23 15:00:00,15,23,1,1.0
1769184000,Rawalpindi,3,742.39,0.0,19.22,70.65,3.59,36.48,60.42,29.65,2026-01-23 16:00:00,16,23,1,0.0
1769187600,Rawalpindi,3,840.56,0.0,21.22,67.51,4.66,44.47,71.75,38.24,2026-01-23 17:00:00,17,23,1,0.0
1769191200,Rawalpindi,4,920.73,0.0,22.97,62.37,5.06,51.45,80.8,43.23,2026-01-23 18:00:00,18,23,1,1.0
1769194800,Rawalpindi,4,945.13,0.0,22.93,57.09,4.63,55.04,83.78,43.72,2026-01-23 19:00:00,19,23,1,0.0
1769198400,Rawalpindi,4,951.16,0.0,21.62,53.78,4.32,58.2,85.86,45.24,2026-01-23 20:00:00,20,23,1,0.0
1769202000,Rawalpindi,4,954.24,0.0,19.9,50.52,3.77,61.54,87.42,42.89,2026-01-23 21:00:00,21,23,1,0.0
1769205600,Rawalpindi,4,939.17,0.0,17.97,46.84,2.34,63.5,86.53,26.54,2026-01-23 22:00:00,22,23,1,0.0
1769209200,Rawalpindi,4,940.18,0.0,17.04,43.61,1.83,65.77,87.35,24.37,2026-01-23 23:00:00,23,23,1,0.0
1769212800,Rawalpindi,4,946.42,0.0,16.62,40.97,1.78,67.7,88.6,26.89,2026-01-24 00:00:00,0,24,1,0.0
1769216400,Rawalpindi,4,951.35,0.0,16.58,38.09,1.84,68.72,89.36,29.03,2026-01-24 01:00:00,1,24,1,0.0
1769220000,Rawalpindi,4,1009.64,0.01,18.4,32.82,1.89,72.55,94.89,27.0,2026-01-24 02:00:00,2,24,1,0.0
1769223600,Rawalpindi,5,1118.96,0.26,22.22,25.42,1.86,78.98,104.12,22.87,2026-01-24 03:00:00,3,24,1,1.0
1769227200,Rawalpindi,5,1212.82,3.84,20.25,25.88,1.65,83.85,110.87,18.1,2026-01-24 04:00:00,4,24,1,0.0
1769230800,Rawalpindi,5,1246.55,6.95,15.68,33.59,1.54,86.75,114.2,14.95,2026-01-24 05:00:00,5,24,1,0.0
1769234400,Rawalpindi,5,1222.15,6.14,14.05,50.41,1.5,92.13,118.65,13.22,2026-01-24 06:00:00,6,24,1,0.0
1769238000,Rawalpindi,3,615.82,0.92,4.16,105.95,3.9,49.5,66.59,3.66,2026-01-24 07:00:00,7,24,1,-2.0
1769241600,Rawalpindi,3,504.08,0.41,2.29,121.5,4.01,43.34,59.04,3.11,2026-01-24 08:00:00,8,24,1,0.0
1769245200,Rawalpindi,3,463.77,0.27,1.74,128.3,3.76,40.79,55.82,3.28,2026-01-24 09:00:00,9,24,1,0.0
1769248800,Rawalpindi,3,465.02,0.38,2.78,126.7,3.39,40.17,55.08,5.12,2026-01-24 10:00:00,10,24,1,0.0
1769252400,Rawalpindi,3,515.89,0.54,5.45,116.93,3.09,43.55,59.83,7.91,2026-01-24 11:00:00,11,24,1,0.0
1769256000,Rawalpindi,3,583.47,0.3,9.39,106.37,2.94,46.65,64.58,9.98,2026-01-24 12:00:00,12,24,1,0.0
1769259600,Rawalpindi,4,668.54,0.01,13.19,94.18,2.85,50.8,70.9,12.62,2026-01-24 13:00:00,13,24,1,1.0
1769263200,Rawalpindi,4,753.39,0.0,15.01,84.12,2.65,56.67,79.57,15.09,2026-01-24 14:00:00,14,24,1,0.0
1769266800,Rawalpindi,4,825.28,0.0,15.39,76.73,2.38,62.8,88.6,16.66,2026-01-24 15:00:00,15,24,1,0.0
1769270400,Rawalpindi,4,874.82,0.0,15.15,68.98,2.08,67.21,95.07,17.04,2026-01-24 16:00:00,16,24,1,0.0
1769274000,Rawalpindi,4,926.9,0.0,15.26,61.63,1.97,71.56,101.58,18.46,2026-01-24 17:00:00,17,24,1,0.0
1769277600,Rawalpindi,4,964.26,0.0,15.34,55.38,1.91,74.74,106.52,19.88,2026-01-24 18:00:00,18,24,1,0.0
1769281200,Rawalpindi,5,968.89,0.0,14.7,51.24,1.58,76.35,108.6,19.97,2026-01-24 19:00:00,19,24,1,1.0
1769284800,Rawalpindi,5,958.34,0.0,13.3,49.53,1.17,77.77,109.8,18.35,2026-01-24 20:00:00,20,24,1,0.0
1769288400,Rawalpindi,5,948.47,0.0,11.88,51.13,1.05,79.61,111.33,17.23,2026-01-24 21:00:00,21,24,1,0.0
1769292000,Rawalpindi,5,930.92,0.0,10.6,52.88,1.02,80.65,111.97,16.44,2026-01-24 22:00:00,22,24,1,0.0
1769295600,Rawalpindi,5,943.4,0.0,10.41,49.91,0.93,83.52,115.33,15.59,2026-01-24 23:00:00,23,24,1,0.0
1769299200,Rawalpindi,5,964.77,0.0,10.61,46.34,0.87,86.84,120.16,14.66,2026-01-25 00:00:00,0,25,1,0.0
1769302800,Rawalpindi,5,995.44,0.0,11.12,42.95,0.87,90.18,125.71,14.19,2026-01-25 01:00:00,1,25,1,0.0
1769306400,Rawalpindi,5,1070.14,0.0,13.26,38.87,1.15,96.14,135.52,14.72,2026-01-25 02:00:00,2,25,1,0.0
1769310000,Rawalpindi,5,1189.22,0.2,17.28,33.36,1.54,104.14,147.94,15.51,2026-01-25 03:00:00,3,25,1,0.0
1769313600,Rawalpindi,5,1286.91,2.84,17.08,34.71,1.82,109.55,156.28,16.15,2026-01-25 04:00:00,4,25,1,0.0
1769317200,Rawalpindi,5,1339.42,4.75,15.08,45.73,2.0,113.63,161.08,17.41,2026-01-25 05:00:00,5,25,1,0.0
1769320800,Rawalpindi,5,1357.5,4.05,14.38,68.85,2.19,122.44,168.95,17.31,2026-01-25 06:00:00,6,25,1,0.0
1769324400,Rawalpindi,4,855.11,0.86,5.4,127.8,2.6,68.7,96.4,6.0,2026-01-25 07:00:00,7,25,1,-1.0
1769328000,Rawalpindi,4,687.64,0.37,2.78,140.93,2.65,50.83,70.86,4.23,2026-01-25 08:00:00,8,25,1,0.0
1769331600,Rawalpindi,4,620.22,0.24,2.07,145.69,2.63,43.82,60.9,3.82,2026-01-25 09:00:00,9,25,1,0.0
1769335200,Rawalpindi,4,609.81,0.31,2.84,140.25,2.57,40.92,57.25,5.9,2026-01-25 10:00:00,10,25,1,0.0
1769338800,Rawalpindi,3,662.75,0.48,5.18,125.74,2.51,45.38,63.25,9.4,2026-01-25 11:00:00,11,25,1,-1.0
1769342400,Rawalpindi,3,733.59,0.38,8.78,110.89,2.43,49.98,69.9,12.15,2026-01-25 12:00:00,12,25,1,0.0
1769346000,Rawalpindi,4,832.93,0.02,13.18,93.83,2.39,56.33,78.92,15.18,2026-01-25 13:00:00,13,25,1,1.0
1769349600,Rawalpindi,4,959.39,0.0,16.73,79.0,2.4,66.31,92.23,18.84,2026-01-25 14:00:00,14,25,1,0.0
1769353200,Rawalpindi,5,1066.52,0.0,18.89,68.76,2.42,76.32,105.63,22.73,2026-01-25 15:00:00,15,25,1,1.0
1769356800,Rawalpindi,5,1110.47,0.0,18.93,61.59,2.36,82.08,113.62,25.54,2026-01-25 16:00:00,16,25,1,0.0
1769360400,Rawalpindi,5,1152.78,0.0,18.65,59.46,2.36,87.51,121.95,27.5,2026-01-25 17:00:00,17,25,1,0.0
1769364000,Rawalpindi,5,1173.36,0.0,18.16,60.2,2.33,91.75,128.26,28.77,2026-01-25 18:00:00,18,25,1,0.0
1769367600,Rawalpindi,5,1145.34,0.0,16.91,62.38,2.24,91.81,128.36,30.19,2026-01-25 19:00:00,19,25,1,0.0
1769371200,Rawalpindi,5,1121.98,0.0,15.77,65.82,2.38,91.44,127.97,33.68,2026-01-25 20:00:00,20,25,1,0.0
1769374800,Rawalpindi,5,1104.46,0.0,14.78,69.58,2.64,91.42,127.96,38.2,2026-01-25 21:00:00,21,25,1,0.0
1769378400,Rawalpindi,5,1085.1,0.0,14.01,73.31,2.88,90.62,126.92,43.01,2026-01-25 22:00:00,22,25,1,0.0
1769382000,Rawalpindi,5,1067.56,0.0,13.42,75.21,3.07,89.46,125.39,47.13,2026-01-25 23:00:00,23,25,1,0.0
1769385600,Rawalpindi,5,1056.61,0.0,13.26,75.24,3.21,88.61,124.38,50.58,2026-01-26 00:00:00,0,26,1,0.0
1769389200,Rawalpindi,5,1067.17,0.0,13.87,73.05,3.39,88.17,124.09,52.8,2026-01-26 01:00:00,1,26,1,0.0
1769392800,Rawalpindi,5,1141.35,0.0,17.29,66.33,3.87,91.2,129.53,54.05,2026-01-26 02:00:00,2,26,1,0.0
1769396400,Rawalpindi,5,1284.34,0.02,23.83,55.26,4.39,97.59,139.72,54.14,2026-01-26 03:00:00,3,26,1,0.0
1769400000,Rawalpindi,5,1445.74,0.77,29.61,45.29,4.56,105.75,151.57,52.17,2026-01-26 04:00:00,4,26,1,0.0
1769403600,Rawalpindi,5,1560.82,2.86,29.85,41.54,4.5,112.51,160.68,47.92,2026-01-26 05:00:00,5,26,1,0.0
1769407200,Rawalpindi,5,1629.14,4.39,28.19,43.99,4.27,117.92,166.91,41.18,2026-01-26 06:00:00,6,26,1,0.0
1769410800,Rawalpindi,5,1460.89,3.44,22.88,65.27,3.71,108.5,153.69,27.7,2026-01-26 07:00:00,7,26,1,0.0
1769414400,Rawalpindi,5,1359.25,2.27,19.99,78.17,3.56,106.24,148.54,22.82,2026-01-26 08:00:00,8,26,1,0.0
1769418000,Rawalpindi,5,1298.85,1.68,17.55,89.57,3.59,107.88,148.48,20.45,2026-01-26 09:00:00,9,26,1,0.0
1769421600,Rawalpindi,5,1324.5,0.71,19.25,88.33,3.65,113.81,154.69,20.8,2026-01-26 10:00:00,10,26,1,0.0
1769425200,Rawalpindi,5,1434.82,0.33,24.26,75.37,3.92,121.44,164.28,25.08,2026-01-26 11:00:00,11,26,1,0.0
1769428800,Rawalpindi,5,1544.01,0.1,30.45,63.68,4.55,127.12,171.68,31.04,2026-01-26 12:00:00,12,26,1,0.0
1769432400,Rawalpindi,5,1643.71,0.01,36.51,53.12,5.4,129.96,176.18,37.05,2026-01-26 13:00:00,13,26,1,0.0
1769436000,Rawalpindi,5,1729.6,0.0,40.3,45.67,6.33,133.04,181.96,42.43,2026-01-26 14:00:00,14,26,1,0.0
1769439600,Rawalpindi,5,1794.81,0.0,41.73,41.03,7.25,136.43,188.33,47.72,2026-01-26 15:00:00,15,26,1,0.0
1769443200,Rawalpindi,5,1822.95,0.0,40.88,37.58,7.55,138.49,192.27,50.05,2026-01-26 16:00:00,16,26,1,0.0
1769446800,Rawalpindi,5,1832.67,0.0,38.42,34.11,6.43,139.39,193.57,44.28,2026-01-26 17:00:00,17,26,1,0.0
1769450400,Rawalpindi,5,1803.26,0.0,35.48,32.62,4.77,137.12,189.03,36.0,2026-01-26 18:00:00,18,26,1,0.0
1769454000,Rawalpindi,5,1722.43,0.0,31.61,33.47,3.26,131.53,177.58,28.14,2026-01-26 19:00:00,19,26,1,0.0
1769457600,Rawalpindi,5,1664.01,0.0,28.28,34.06,2.36,128.4,169.61,23.77,2026-01-26 20:00:00,20,26,1,0.0
1769461200,Rawalpindi,5,1634.51,0.0,26.06,33.8,1.83,128.17,166.43,21.93,2026-01-26 21:00:00,21,26,1,0.0
1769464800,Rawalpindi,5,1608.72,0.0,24.24,31.99,1.47,128.9,165.75,20.63,2026-01-26 22:00:00,22,26,1,0.0
1769468400,Rawalpindi,5,1589.61,0.0,22.82,29.1,1.22,130.44,166.44,18.01,2026-01-26 23:00:00,23,26,1,0.0
1769472000,Rawalpindi,5,1577.77,0.0,21.67,26.21,1.1,131.61,166.83,15.51,2026-01-27 00:00:00,0,27,1,0.0
1769475600,Rawalpindi,5,1565.31,0.01,20.63,23.66,1.34,131.76,164.61,12.49,2026-01-27 01:00:00,1,27,1,0.0
1769479200,Rawalpindi,5,1625.25,0.04,21.23,19.79,1.71,136.38,168.02,9.61,2026-01-27 02:00:00,2,27,1,0.0
1769482800,Rawalpindi,5,1742.16,0.28,23.58,14.96,1.95,145.05,176.78,7.74,2026-01-27 03:00:00,3,27,1,0.0
1769486400,Rawalpindi,5,1844.02,2.18,22.79,16.54,1.92,152.62,184.25,6.41,2026-01-27 04:00:00,4,27,1,0.0
1769490000,Rawalpindi,5,1905.65,4.43,19.52,27.58,1.95,158.03,188.78,6.93,2026-01-27 05:00:00,5,27,1,0.0
1769493600,Rawalpindi,5,1891.53,4.3,17.4,49.85,2.1,163.23,191.89,8.32,2026-01-27 06:00:00,6,27,1,0.0
1769497200,Rawalpindi,3,609.34,0.36,3.78,126.25,2.42,47.95,56.77,1.66,2026-01-27 07:00:00,7,27,1,-2.0
1769500800,Rawalpindi,3,413.99,0.17,2.24,127.37,1.73,26.27,32.24,1.76,2026-01-27 08:00:00,8,27,1,0.0
1769504400,Rawalpindi,3,380.02,0.12,2.08,125.72,1.55,22.35,28.19,1.96,2026-01-27 09:00:00,9,27,1,0.0
1769508000,Rawalpindi,3,407.8,0.18,3.1,121.42,1.6,23.0,29.82,3.24,2026-01-27 10:00:00,10,27,1,0.0
1769511600,Rawalpindi,3,479.38,0.29,5.33,114.0,1.79,26.97,35.45,5.17,2026-01-27 11:00:00,11,27,1,0.0
1769515200,Rawalpindi,3,564.68,0.19,8.42,106.57,1.99,31.51,41.65,6.68,2026-01-27 12:00:00,12,27,1,0.0
1769518800,Rawalpindi,3,723.24,0.01,14.22,89.74,2.2,40.32,53.6,10.25,2026-01-27 13:00:00,13,27,1,0.0
1769522400,Rawalpindi,4,937.01,0.0,20.63,70.11,2.27,54.27,72.33,14.12,2026-01-27 14:00:00,14,27,1,1.0
1769526000,Rawalpindi,4,1132.78,0.0,24.99,56.79,2.33,69.48,92.36,14.36,2026-01-27 15:00:00,15,27,1,0.0
1769529600,Rawalpindi,5,1265.13,0.0,26.95,47.4,2.34,81.69,108.06,14.6,2026-01-27 16:00:00,16,27,1,1.0
1769533200,Rawalpindi,5,1381.74,0.01,28.24,40.74,2.32,92.99,122.29,14.59,2026-01-27 17:00:00,17,27,1,0.0
1769536800,Rawalpindi,5,1468.83,0.01,29.09,35.02,2.1,101.79,132.59,13.67,2026-01-27 18:00:00,18,27,1,0.0
1769540400,Rawalpindi,5,1481.2,0.01,29.01,31.62,2.12,104.63,134.74,16.64,2026-01-27 19:00:00,19,27,1,0.0
1769544000,Rawalpindi,5,1485.37,0.01,29.19,31.11,2.54,106.33,135.8,23.52,2026-01-27 20:00:00,20,27,1,0.0
1769547600,Rawalpindi,5,1491.77,0.0,29.05,31.15,2.9,108.19,137.29,29.98,2026-01-27 21:00:00,21,27,1,0.0
1769551200,Rawalpindi,5,1479.14,0.0,28.17,31.75,3.14,108.25,135.5,35.54,2026-01-27 22:00:00,22,27,1,0.0
1769554800,Rawalpindi,5,1454.05,0.0,26.66,32.32,3.28,107.91,132.63,39.97,2026-01-27 23:00:00,23,27,1,0.0
1769558400,Rawalpindi,5,1428.14,0.01,24.98,32.01,3.19,107.29,130.09,41.61,2026-01-28 00:00:00,0,28,1,0.0
1769648400,Rawalpindi,4,922.21,0.0,14.63,49.76,3.9,72.93,110.57,50.96,2026-01-29 01:00:00,1,29,1,-1.0
1769652000,Rawalpindi,5,984.79,0.0,16.97,46.26,4.39,77.72,120.96,51.77,2026-01-29 02:00:00,2,29,1,1.0
1769655600,Rawalpindi,5,1097.4,0.26,21.33,38.02,4.73,84.92,134.89,48.54,2026-01-29 03:00:00,3,29,1,0.0
1769659200,Rawalpindi,5,1198.31,3.66,19.64,34.92,3.6,90.35,145.46,30.18,2026-01-29 04:00:00,4,29,1,0.0
1769662800,Rawalpindi,5,1246.29,6.05,16.51,42.92,2.98,94.42,152.9,24.0,2026-01-29 05:00:00,5,29,1,0.0
1769666400,Rawalpindi,5,1248.65,5.09,15.63,64.12,2.81,102.46,163.3,21.4,2026-01-29 06:00:00,6,29,1,0.0
1769670000,Rawalpindi,3,444.37,0.45,2.72,126.96,2.96,37.8,66.89,4.87,2026-01-29 07:00:00,7,29,1,-2.0
1769673600,Rawalpindi,3,347.09,0.23,1.43,130.12,2.28,26.89,45.61,3.65,2026-01-29 08:00:00,8,29,1,0.0
1769677200,Rawalpindi,3,331.85,0.2,1.31,130.81,2.14,25.96,42.6,3.52,2026-01-29 09:00:00,9,29,1,0.0
1769680800,Rawalpindi,3,387.7,0.41,3.35,124.85,2.3,30.03,47.66,5.87,2026-01-29 10:00:00,10,29,1,0.0
1769684400,Rawalpindi,3,492.05,0.67,7.38,112.97,2.46,36.83,57.27,9.49,2026-01-29 11:00:00,11,29,1,0.0
1769688000,Rawalpindi,3,602.3,0.4,13.0,101.06,2.57,42.56,65.84,12.61,2026-01-29 12:00:00,12,29,1,0.0
1769691600,Rawalpindi,4,739.93,0.02,19.13,86.07,2.86,50.45,77.57,17.12,2026-01-29 13:00:00,13,29,1,1.0
1769695200,Rawalpindi,4,876.47,0.0,22.62,73.72,3.09,60.27,91.87,21.16,2026-01-29 14:00:00,14,29,1,0.0
1769698800,Rawalpindi,4,980.39,0.0,23.3,65.72,3.17,69.52,105.1,24.34,2026-01-29 15:00:00,15,29,1,0.0
1769702400,Rawalpindi,5,1032.07,0.0,22.37,59.69,3.21,76.1,114.31,27.21,2026-01-29 16:00:00,16,29,1,1.0
1769706000,Rawalpindi,5,1087.6,0.0,22.04,56.14,3.58,82.89,124.02,31.76,2026-01-29 17:00:00,17,29,1,0.0
1769709600,Rawalpindi,5,1123.12,0.0,22.05,54.66,4.07,88.33,131.29,37.34,2026-01-29 18:00:00,18,29,1,0.0
1769713200,Rawalpindi,5,1098.75,0.0,21.13,56.22,4.36,89.27,131.22,43.46,2026-01-29 19:00:00,19,29,1,0.0
1769716800,Rawalpindi,5,1079.66,0.0,20.08,59.67,4.58,90.56,131.63,49.48,2026-01-29 20:00:00,20,29,1,0.0
1769720400,Rawalpindi,5,1083.79,0.0,19.46,62.11,4.8,94.08,134.89,55.35,2026-01-29 21:00:00,21,29,1,0.0
1769724000,Rawalpindi,5,1101.13,0.0,19.1,63.55,4.98,99.36,140.37,60.68,2026-01-29 22:00:00,22,29,1,0.0
1769727600,Rawalpindi,5,1119.34,0.0,18.63,64.14,5.13,104.7,146.0,65.52,2026-01-29 23:00:00,23,29,1,0.0
1769731200,Rawalpindi,5,1128.11,0.0,18.13,63.79,5.21,108.87,150.26,69.16,2026-01-30 00:00:00,0,30,1,0.0
1769734800,Rawalpindi,5,1138.09,0.0,18.05,61.71,5.14,112.89,154.88,69.08,2026-01-30 01:00:00,1,30,1,0.0
1769738400,Rawalpindi,5,1226.49,0.0,20.87,56.5,5.47,121.34,166.49,68.71,2026-01-30 02:00:00,2,30,1,0.0
1769742000,Rawalpindi,5,1390.69,0.27,26.91,47.54,6.02,133.56,183.56,67.89,2026-01-30 03:00:00,3,30,1,0.0
1769745600,Rawalpindi,5,1570.17,4.23,27.87,45.13,6.52,145.29,200.19,67.14,2026-01-30 04:00:00,4,30,1,0.0
1769749200,Rawalpindi,5,1714.56,7.73,26.88,53.66,7.07,157.85,216.76,68.02,2026-01-30 05:00:00,5,30,1,0.0
1769752800,Rawalpindi,5,1815.38,7.28,28.54,77.28,7.41,176.76,238.17,66.33,2026-01-30 06:00:00,6,30,1,0.0
1769756400,Rawalpindi,5,1568.08,4.25,24.4,124.85,6.89,166.48,222.35,49.89,2026-01-30 07:00:00,7,30,1,0.0
1769760000,Rawalpindi,5,1403.3,2.28,18.28,149.71,5.83,169.46,219.6,36.88,2026-01-30 08:00:00,8,30,1,0.0
1769763600,Rawalpindi,5,1177.35,1.09,11.89,163.6,5.08,157.42,202.04,23.02,2026-01-30 09:00:00,9,30,1,0.0
1769767200,Rawalpindi,5,1038.78,0.6,9.83,168.16,5.26,142.77,183.99,18.73,2026-01-30 10:00:00,10,30,1,0.0
1769770800,Rawalpindi,5,1140.07,0.5,14.67,164.39,5.88,153.76,196.94,25.18,2026-01-30 11:00:00,11,30,1,0.0
1769774400,Rawalpindi,5,1248.98,0.19,21.38,155.6,6.59,159.01,204.1,32.28,2026-01-30 12:00:00,12,30,1,0.0
1769778000,Rawalpindi,5,1380.26,0.02,27.33,140.64,7.44,164.49,212.05,40.07,2026-01-30 13:00:00,13,30,1,0.0
1769781600,Rawalpindi,5,1507.6,0.0,30.2,125.48,8.33,172.26,223.15,48.08,2026-01-30 14:00:00,14,30,1,0.0
1769785200,Rawalpindi,5,1579.09,0.0,30.96,111.72,8.94,176.18,230.63,54.85,2026-01-30 15:00:00,15,30,1,0.0
1769788800,Rawalpindi,5,1582.4,0.0,29.77,97.71,8.92,174.12,231.46,58.5,2026-01-30 16:00:00,16,30,1,0.0
1769792400,Rawalpindi,5,1591.59,0.0,28.64,86.07,8.55,173.34,234.04,60.21,2026-01-30 17:00:00,17,30,1,0.0
1769796000,Rawalpindi,5,1569.14,0.0,27.18,76.16,7.47,170.37,233.14,58.1,2026-01-30 18:00:00,18,30,1,0.0
1769799600,Rawalpindi,5,1470.77,0.0,24.21,68.33,5.91,161.07,223.19,53.21,2026-01-30 19:00:00,19,30,1,0.0
1769803200,Rawalpindi,5,1368.43,0.0,21.04,65.23,5.26,152.87,214.5,53.71,2026-01-30 20:00:00,20,30,1,0.0
1769806800,Rawalpindi,5,1295.47,0.0,18.68,64.45,4.95,148.06,209.58,56.01,2026-01-30 21:00:00,21,30,1,0.0
1769810400,Rawalpindi,5,1240.46,0.0,17.13,64.91,4.77,144.62,205.41,58.54,2026-01-30 22:00:00,22,30,1,0.0
